month, format: day,hour,forecast,강수확률,풍향,강수형태,6시간강수량,하늘상태,습도,일최고기온,풍속,6시간적설,일최저기온,3시간기온
12, 6,1100.0,7.0,-1.0,316.0,0.0,,1.0,55.0,11.0,3.2,,0.0,-1.0
12, 6,1100.0,10.0,-1.0,317.0,0.0,0.0,1.0,45.0,,3.3,0.0,,-1.0
12, 6,1100.0,13.0,2.0,317.0,0.0,,1.0,50.0,,3.4,,,2.0
12, 6,1100.0,16.0,7.0,314.0,0.0,0.0,1.0,45.0,,3.6,0.0,,7.0
12, 6,1100.0,19.0,8.0,311.0,0.0,,1.0,40.0,,3.8,,,8.0
12, 6,1100.0,22.0,5.0,306.0,0.0,0.0,1.0,50.0,,3.1,0.0,,5.0
12, 6,1100.0,25.0,4.0,305.0,0.0,,1.0,55.0,,2.9,,,4.0
12, 6,1100.0,28.0,3.0,304.0,0.0,0.0,1.0,60.0,,3.0,0.0,,3.0
12, 6,1100.0,31.0,2.0,312.0,0.0,,1.0,65.0,,3.1,,,2.0
12, 6,1100.0,34.0,0.0,324.0,0.0,0.0,1.0,65.0,,3.1,0.0,,0.0
12, 6,1100.0,37.0,3.0,330.0,0.0,,1.0,55.0,,2.8,,,3.0
12, 6,1100.0,40.0,9.0,326.0,0.0,0.0,1.0,35.0,,2.7,0.0,,9.0
12, 6,1100.0,43.0,10.0,319.0,0.0,,1.0,25.0,,2.8,,,10.0
12, 6,1100.0,46.0,8.0,319.0,0.0,0.0,1.0,35.0,,2.3,0.0,,8.0
12, 6,1100.0,49.0,5.0,313.0,0.0,,1.0,45.0,,2.3,,,5.0
12, 6,1100.0,52.0,2.0,297.0,0.0,0.0,1.0,55.0,,2.5,0.0,,2.0
12, 6,1400.0,4.0,-1.0,316.0,0.0,,1.0,55.0,9.0,3.2,,-2.0,-1.0
12, 6,1400.0,7.0,-1.0,317.0,0.0,0.0,1.0,45.0,11.0,3.3,0.0,0.0,-1.0
12, 6,1400.0,10.0,2.0,317.0,0.0,,1.0,50.0,,3.4,,,2.0
12, 6,1400.0,13.0,7.0,314.0,0.0,0.0,1.0,45.0,,3.6,0.0,,7.0
12, 6,1400.0,16.0,8.0,311.0,0.0,,1.0,40.0,,3.8,,,8.0
12, 6,1400.0,19.0,5.0,306.0,0.0,0.0,1.0,50.0,,3.1,0.0,,5.0
12, 6,1400.0,22.0,4.0,305.0,0.0,,1.0,55.0,,2.9,,,4.0
12, 6,1400.0,25.0,3.0,304.0,0.0,0.0,1.0,60.0,,3.0,0.0,,3.0
12, 6,1400.0,28.0,2.0,312.0,0.0,,1.0,65.0,,3.1,,,2.0
12, 6,1400.0,31.0,0.0,324.0,0.0,0.0,1.0,65.0,,3.1,0.0,,0.0
12, 6,1400.0,34.0,3.0,330.0,0.0,,1.0,55.0,,2.8,,,3.0
12, 6,1400.0,37.0,9.0,326.0,0.0,0.0,1.0,35.0,,2.7,0.0,,9.0
12, 6,1400.0,40.0,10.0,319.0,0.0,,1.0,25.0,,2.8,,,10.0
12, 6,1400.0,43.0,8.0,319.0,0.0,0.0,1.0,35.0,,2.3,0.0,,8.0
12, 6,1400.0,46.0,5.0,313.0,0.0,,1.0,45.0,,2.3,,,5.0
12, 6,1400.0,49.0,2.0,297.0,0.0,0.0,1.0,55.0,,2.5,0.0,,2.0
12, 6,1700.0,4.0,-1.0,317.0,0.0,0.0,1.0,45.0,9.0,3.3,0.0,-2.0,-1.0
12, 6,1700.0,7.0,2.0,317.0,0.0,,1.0,50.0,11.0,3.4,,0.0,2.0
12, 6,1700.0,10.0,7.0,314.0,0.0,0.0,1.0,45.0,,3.6,0.0,,7.0
12, 6,1700.0,13.0,8.0,311.0,0.0,,1.0,40.0,,3.8,,,8.0
12, 6,1700.0,16.0,5.0,306.0,0.0,0.0,1.0,50.0,,3.1,0.0,,5.0
12, 6,1700.0,19.0,4.0,305.0,0.0,,1.0,55.0,,2.9,,,4.0
12, 6,1700.0,22.0,3.0,304.0,0.0,0.0,1.0,60.0,,3.0,0.0,,3.0
12, 6,1700.0,25.0,2.0,312.0,0.0,,1.0,65.0,,3.1,,,2.0
12, 6,1700.0,28.0,0.0,324.0,0.0,0.0,1.0,65.0,,3.1,0.0,,0.0
12, 6,1700.0,31.0,3.0,330.0,0.0,,1.0,55.0,,2.8,,,3.0
12, 6,1700.0,34.0,9.0,326.0,0.0,0.0,1.0,35.0,,2.7,0.0,,9.0
12, 6,1700.0,37.0,10.0,319.0,0.0,,1.0,25.0,,2.8,,,10.0
12, 6,1700.0,40.0,8.0,319.0,0.0,0.0,1.0,35.0,,2.3,0.0,,8.0
12, 6,1700.0,43.0,5.0,313.0,0.0,,1.0,45.0,,2.3,,,5.0
12, 6,1700.0,46.0,2.0,297.0,0.0,0.0,1.0,55.0,,2.5,0.0,,2.0
12, 6,2000.0,4.0,2.0,320.0,0.0,,1.0,55.0,9.0,3.5,,1.0,2.0
12, 6,2000.0,7.0,7.0,314.0,0.0,0.0,1.0,40.0,11.0,3.5,0.0,1.0,7.0
12, 6,2000.0,10.0,8.0,310.0,0.0,,1.0,40.0,12.0,3.5,,,8.0
12, 6,2000.0,13.0,5.0,303.0,0.0,0.0,1.0,50.0,,3.0,0.0,,5.0
12, 6,2000.0,16.0,3.0,307.0,0.0,,1.0,60.0,,3.0,,,3.0
12, 6,2000.0,19.0,3.0,312.0,0.0,0.0,1.0,65.0,,3.0,0.0,,3.0
12, 6,2000.0,22.0,2.0,325.0,0.0,,1.0,70.0,,3.2,,,2.0
12, 6,2000.0,25.0,1.0,337.0,0.0,0.0,1.0,70.0,,3.0,0.0,,1.0
12, 6,2000.0,28.0,2.0,335.0,0.0,,1.0,60.0,,2.9,,,2.0
12, 6,2000.0,31.0,9.0,325.0,0.0,0.0,1.0,50.0,,2.8,0.0,,9.0
12, 6,2000.0,34.0,11.0,313.0,0.0,,1.0,50.0,,2.6,,,11.0
12, 6,2000.0,37.0,8.0,310.0,0.0,0.0,1.0,60.0,,2.3,0.0,,8.0
12, 6,2000.0,40.0,6.0,308.0,0.0,,1.0,55.0,,2.3,,,6.0
12, 6,2000.0,43.0,3.0,296.0,0.0,0.0,1.0,65.0,,2.5,0.0,,3.0
12, 6,2000.0,46.0,2.0,288.0,0.0,,1.0,70.0,,2.6,,,2.0
12, 6,2000.0,49.0,1.0,288.0,0.0,0.0,1.0,65.0,,2.8,0.0,,1.0
12, 6,2000.0,52.0,3.0,285.0,0.0,,1.0,55.0,,2.7,,,3.0
12, 6,2000.0,55.0,10.0,276.0,0.0,0.0,1.0,35.0,,2.8,0.0,,10.0
12, 6,2000.0,58.0,11.0,264.0,0.0,,1.0,30.0,,3.0,,,11.0
12, 6,2000.0,61.0,8.0,265.0,0.0,0.0,1.0,45.0,,2.4,0.0,,8.0
12, 6,2000.0,64.0,6.0,265.0,0.0,,1.0,50.0,,2.4,,,6.0
12, 6,2000.0,67.0,5.0,258.0,0.0,0.0,1.0,65.0,,2.5,0.0,,5.0
12, 6,2300.0,4.0,7.0,314.0,0.0,0.0,1.0,40.0,9.0,3.5,0.0,1.0,7.0
12, 6,2300.0,7.0,8.0,310.0,0.0,,1.0,40.0,11.0,3.5,,1.0,8.0
12, 6,2300.0,10.0,5.0,303.0,0.0,0.0,1.0,50.0,12.0,3.0,0.0,,5.0
12, 6,2300.0,13.0,3.0,307.0,0.0,,1.0,60.0,,3.0,,,3.0
12, 6,2300.0,16.0,3.0,312.0,0.0,0.0,1.0,65.0,,3.0,0.0,,3.0
12, 6,2300.0,19.0,2.0,325.0,0.0,,1.0,70.0,,3.2,,,2.0
12, 6,2300.0,22.0,1.0,337.0,0.0,0.0,1.0,70.0,,3.0,0.0,,1.0
12, 6,2300.0,25.0,2.0,335.0,0.0,,1.0,60.0,,2.9,,,2.0
12, 6,2300.0,28.0,9.0,325.0,0.0,0.0,1.0,50.0,,2.8,0.0,,9.0
12, 6,2300.0,31.0,11.0,313.0,0.0,,1.0,50.0,,2.6,,,11.0
12, 6,2300.0,34.0,8.0,310.0,0.0,0.0,1.0,60.0,,2.3,0.0,,8.0
12, 6,2300.0,37.0,6.0,308.0,0.0,,1.0,55.0,,2.3,,,6.0
12, 6,2300.0,40.0,3.0,296.0,0.0,0.0,1.0,65.0,,2.5,0.0,,3.0
12, 6,2300.0,43.0,2.0,288.0,0.0,,1.0,70.0,,2.6,,,2.0
12, 6,2300.0,46.0,1.0,288.0,0.0,0.0,1.0,65.0,,2.8,0.0,,1.0
12, 6,2300.0,49.0,3.0,285.0,0.0,,1.0,55.0,,2.7,,,3.0
12, 6,2300.0,52.0,10.0,276.0,0.0,0.0,1.0,35.0,,2.8,0.0,,10.0
12, 6,2300.0,55.0,11.0,264.0,0.0,,1.0,30.0,,3.0,,,11.0
12, 6,2300.0,58.0,8.0,265.0,0.0,0.0,1.0,45.0,,2.4,0.0,,8.0
12, 6,2300.0,61.0,6.0,265.0,0.0,,1.0,50.0,,2.4,,,6.0
12, 6,2300.0,64.0,5.0,258.0,0.0,0.0,1.0,65.0,,2.5,0.0,,5.0
12, 7,200.0,4.0,8.0,310.0,0.0,,1.0,40.0,9.0,3.5,,1.0,8.0
12, 7,200.0,7.0,5.0,303.0,0.0,0.0,1.0,50.0,11.0,3.0,0.0,1.0,5.0
12, 7,200.0,10.0,3.0,307.0,0.0,,1.0,60.0,12.0,3.0,,,3.0
12, 7,200.0,13.0,3.0,312.0,0.0,0.0,1.0,65.0,,3.0,0.0,,3.0
12, 7,200.0,16.0,2.0,325.0,0.0,,1.0,70.0,,3.2,,,2.0
12, 7,200.0,19.0,1.0,337.0,0.0,0.0,1.0,70.0,,3.0,0.0,,1.0
12, 7,200.0,22.0,2.0,335.0,0.0,,1.0,60.0,,2.9,,,2.0
12, 7,200.0,25.0,9.0,325.0,0.0,0.0,1.0,50.0,,2.8,0.0,,9.0
12, 7,200.0,28.0,11.0,313.0,0.0,,1.0,50.0,,2.6,,,11.0
12, 7,200.0,31.0,8.0,310.0,0.0,0.0,1.0,60.0,,2.3,0.0,,8.0
12, 7,200.0,34.0,6.0,308.0,0.0,,1.0,55.0,,2.3,,,6.0
12, 7,200.0,37.0,3.0,296.0,0.0,0.0,1.0,65.0,,2.5,0.0,,3.0
12, 7,200.0,40.0,2.0,288.0,0.0,,1.0,70.0,,2.6,,,2.0
12, 7,200.0,43.0,1.0,288.0,0.0,0.0,1.0,65.0,,2.8,0.0,,1.0
12, 7,200.0,46.0,3.0,285.0,0.0,,1.0,55.0,,2.7,,,3.0
12, 7,200.0,49.0,10.0,276.0,0.0,0.0,1.0,35.0,,2.8,0.0,,10.0
12, 7,200.0,52.0,11.0,264.0,0.0,,1.0,30.0,,3.0,,,11.0
12, 7,200.0,55.0,8.0,265.0,0.0,0.0,1.0,45.0,,2.4,0.0,,8.0
12, 7,200.0,58.0,6.0,265.0,0.0,,1.0,50.0,,2.4,,,6.0
12, 7,200.0,61.0,5.0,258.0,0.0,0.0,1.0,65.0,,2.5,0.0,,5.0
12, 7,500.0,4.0,5.0,303.0,0.0,0.0,1.0,50.0,11.0,3.0,0.0,1.0,5.0
12, 7,500.0,7.0,3.0,307.0,0.0,,1.0,60.0,12.0,3.0,,1.0,3.0
12, 7,500.0,10.0,3.0,312.0,0.0,0.0,1.0,65.0,,3.0,0.0,,3.0
12, 7,500.0,13.0,2.0,325.0,0.0,,1.0,70.0,,3.2,,,2.0
12, 7,500.0,16.0,1.0,337.0,0.0,0.0,1.0,70.0,,3.0,0.0,,1.0
12, 7,500.0,19.0,2.0,335.0,0.0,,1.0,60.0,,2.9,,,2.0
12, 7,500.0,22.0,9.0,325.0,0.0,0.0,1.0,50.0,,2.8,0.0,,9.0
12, 7,500.0,25.0,11.0,313.0,0.0,,1.0,50.0,,2.6,,,11.0
12, 7,500.0,28.0,8.0,310.0,0.0,0.0,1.0,60.0,,2.3,0.0,,8.0
12, 7,500.0,31.0,6.0,308.0,0.0,,1.0,55.0,,2.3,,,6.0
12, 7,500.0,34.0,3.0,296.0,0.0,0.0,1.0,65.0,,2.5,0.0,,3.0
12, 7,500.0,37.0,2.0,288.0,0.0,,1.0,70.0,,2.6,,,2.0
12, 7,500.0,40.0,1.0,288.0,0.0,0.0,1.0,65.0,,2.8,0.0,,1.0
12, 7,500.0,43.0,3.0,285.0,0.0,,1.0,55.0,,2.7,,,3.0
12, 7,500.0,46.0,10.0,276.0,0.0,0.0,1.0,35.0,,2.8,0.0,,10.0
12, 7,500.0,49.0,11.0,264.0,0.0,,1.0,30.0,,3.0,,,11.0
12, 7,500.0,52.0,8.0,265.0,0.0,0.0,1.0,45.0,,2.4,0.0,,8.0
12, 7,500.0,55.0,6.0,265.0,0.0,,1.0,50.0,,2.4,,,6.0
12, 7,500.0,58.0,5.0,258.0,0.0,0.0,1.0,65.0,,2.5,0.0,,5.0
12, 7,800.0,4.0,3.0,305.0,0.0,,1.0,60.0,11.0,2.9,,0.0,3.0
12, 7,800.0,7.0,3.0,304.0,0.0,0.0,1.0,65.0,12.0,2.9,0.0,0.0,3.0
12, 7,800.0,10.0,1.0,312.0,0.0,,1.0,75.0,,3.1,,,1.0
12, 7,800.0,13.0,0.0,327.0,0.0,0.0,1.0,75.0,,3.1,0.0,,0.0
12, 7,800.0,16.0,2.0,332.0,0.0,,1.0,60.0,,2.7,,,2.0
12, 7,800.0,19.0,9.0,324.0,0.0,0.0,1.0,50.0,,2.7,0.0,,9.0
12, 7,800.0,22.0,11.0,310.0,0.0,,1.0,45.0,,2.6,,,11.0
12, 7,800.0,25.0,8.0,304.0,0.0,0.0,1.0,55.0,,2.2,0.0,,8.0
12, 7,800.0,28.0,5.0,304.0,0.0,,1.0,55.0,,2.2,,,5.0
12, 7,800.0,31.0,3.0,290.0,0.0,0.0,1.0,60.0,,2.3,0.0,,3.0
12, 7,800.0,34.0,2.0,285.0,0.0,,1.0,65.0,,2.8,,,2.0
12, 7,800.0,37.0,0.0,286.0,0.0,0.0,1.0,60.0,,2.9,0.0,,0.0
12, 7,800.0,40.0,3.0,283.0,0.0,,1.0,50.0,,2.7,,,3.0
12, 7,800.0,43.0,9.0,272.0,0.0,0.0,1.0,35.0,,2.8,0.0,,9.0
12, 7,800.0,46.0,11.0,261.0,0.0,,1.0,30.0,,3.0,,,11.0
12, 7,800.0,49.0,8.0,256.0,0.0,0.0,1.0,45.0,,2.5,0.0,,8.0
12, 7,800.0,52.0,6.0,258.0,0.0,,1.0,55.0,,2.4,,,6.0
12, 7,800.0,55.0,5.0,258.0,0.0,0.0,1.0,65.0,,2.5,0.0,,5.0
12, 7,1100.0,4.0,3.0,304.0,0.0,0.0,1.0,65.0,11.0,2.9,0.0,0.0,3.0
12, 7,1100.0,7.0,1.0,312.0,0.0,,1.0,75.0,12.0,3.1,,0.0,1.0
12, 7,1100.0,10.0,0.0,327.0,0.0,0.0,1.0,75.0,,3.1,0.0,,0.0
12, 7,1100.0,13.0,2.0,332.0,0.0,,1.0,60.0,,2.7,,,2.0
12, 7,1100.0,16.0,9.0,324.0,0.0,0.0,1.0,50.0,,2.7,0.0,,9.0
12, 7,1100.0,19.0,11.0,310.0,0.0,,1.0,45.0,,2.6,,,11.0
12, 7,1100.0,22.0,8.0,304.0,0.0,0.0,1.0,55.0,,2.2,0.0,,8.0
12, 7,1100.0,25.0,5.0,304.0,0.0,,1.0,55.0,,2.2,,,5.0
12, 7,1100.0,28.0,3.0,290.0,0.0,0.0,1.0,60.0,,2.3,0.0,,3.0
12, 7,1100.0,31.0,2.0,285.0,0.0,,1.0,65.0,,2.8,,,2.0
12, 7,1100.0,34.0,0.0,286.0,0.0,0.0,1.0,60.0,,2.9,0.0,,0.0
12, 7,1100.0,37.0,3.0,283.0,0.0,,1.0,50.0,,2.7,,,3.0
12, 7,1100.0,40.0,9.0,272.0,0.0,0.0,1.0,35.0,,2.8,0.0,,9.0
12, 7,1100.0,43.0,11.0,261.0,0.0,,1.0,30.0,,3.0,,,11.0
12, 7,1100.0,46.0,8.0,256.0,0.0,0.0,1.0,45.0,,2.5,0.0,,8.0
12, 7,1100.0,49.0,6.0,258.0,0.0,,1.0,55.0,,2.4,,,6.0
12, 7,1100.0,52.0,5.0,258.0,0.0,0.0,1.0,65.0,,2.5,0.0,,5.0
12, 7,1400.0,4.0,1.0,312.0,0.0,,1.0,75.0,11.0,3.1,,0.0,1.0
12, 7,1400.0,7.0,0.0,327.0,0.0,0.0,1.0,75.0,12.0,3.1,0.0,0.0,0.0
12, 7,1400.0,10.0,2.0,332.0,0.0,,1.0,60.0,,2.7,,,2.0
12, 7,1400.0,13.0,9.0,324.0,0.0,0.0,1.0,50.0,,2.7,0.0,,9.0
12, 7,1400.0,16.0,11.0,310.0,0.0,,1.0,45.0,,2.6,,,11.0
12, 7,1400.0,19.0,8.0,304.0,0.0,0.0,1.0,55.0,,2.2,0.0,,8.0
12, 7,1400.0,22.0,5.0,304.0,0.0,,1.0,55.0,,2.2,,,5.0
12, 7,1400.0,25.0,3.0,290.0,0.0,0.0,1.0,60.0,,2.3,0.0,,3.0
12, 7,1400.0,28.0,2.0,285.0,0.0,,1.0,65.0,,2.8,,,2.0
12, 7,1400.0,31.0,0.0,286.0,0.0,0.0,1.0,60.0,,2.9,0.0,,0.0
12, 7,1400.0,34.0,3.0,283.0,0.0,,1.0,50.0,,2.7,,,3.0
12, 7,1400.0,37.0,9.0,272.0,0.0,0.0,1.0,35.0,,2.8,0.0,,9.0
12, 7,1400.0,40.0,11.0,261.0,0.0,,1.0,30.0,,3.0,,,11.0
12, 7,1400.0,43.0,8.0,256.0,0.0,0.0,1.0,45.0,,2.5,0.0,,8.0
12, 7,1400.0,46.0,6.0,258.0,0.0,,1.0,55.0,,2.4,,,6.0
12, 7,1400.0,49.0,5.0,258.0,0.0,0.0,1.0,65.0,,2.5,0.0,,5.0
12, 7,1700.0,4.0,0.0,327.0,0.0,0.0,1.0,75.0,11.0,3.1,0.0,0.0,0.0
12, 7,1700.0,7.0,2.0,332.0,0.0,,1.0,60.0,12.0,2.7,,0.0,2.0
12, 7,1700.0,10.0,9.0,324.0,0.0,0.0,1.0,50.0,,2.7,0.0,,9.0
12, 7,1700.0,13.0,11.0,310.0,0.0,,1.0,45.0,,2.6,,,11.0
12, 7,1700.0,16.0,8.0,304.0,0.0,0.0,1.0,55.0,,2.2,0.0,,8.0
12, 7,1700.0,19.0,5.0,304.0,0.0,,1.0,55.0,,2.2,,,5.0
12, 7,1700.0,22.0,3.0,290.0,0.0,0.0,1.0,60.0,,2.3,0.0,,3.0
12, 7,1700.0,25.0,2.0,285.0,0.0,,1.0,65.0,,2.8,,,2.0
12, 7,1700.0,28.0,0.0,286.0,0.0,0.0,1.0,60.0,,2.9,0.0,,0.0
12, 7,1700.0,31.0,3.0,283.0,0.0,,1.0,50.0,,2.7,,,3.0
12, 7,1700.0,34.0,9.0,272.0,0.0,0.0,1.0,35.0,,2.8,0.0,,9.0
12, 7,1700.0,37.0,11.0,261.0,0.0,,1.0,30.0,,3.0,,,11.0
12, 7,1700.0,40.0,8.0,256.0,0.0,0.0,1.0,45.0,,2.5,0.0,,8.0
12, 7,1700.0,43.0,6.0,258.0,0.0,,1.0,55.0,,2.4,,,6.0
12, 7,1700.0,46.0,5.0,258.0,0.0,0.0,1.0,65.0,,2.5,0.0,,5.0
12, 7,2000.0,4.0,3.0,334.0,0.0,,1.0,60.0,11.0,2.8,,0.0,3.0
12, 7,2000.0,7.0,9.0,320.0,0.0,0.0,1.0,45.0,12.0,2.6,0.0,4.0,9.0
12, 7,2000.0,10.0,11.0,302.0,0.0,,1.0,35.0,16.0,2.6,,,11.0
12, 7,2000.0,13.0,8.0,295.0,0.0,0.0,1.0,45.0,,2.1,0.0,,8.0
12, 7,2000.0,16.0,5.0,300.0,0.0,,1.0,50.0,,2.2,,,5.0
12, 7,2000.0,19.0,2.0,288.0,0.0,0.0,1.0,55.0,,2.3,0.0,,2.0
12, 7,2000.0,22.0,1.0,280.0,0.0,,1.0,60.0,,2.8,,,1.0
12, 7,2000.0,25.0,0.0,286.0,0.0,0.0,1.0,65.0,,2.9,0.0,,0.0
12, 7,2000.0,28.0,3.0,281.0,0.0,,1.0,55.0,,2.6,,,3.0
12, 7,2000.0,31.0,9.0,272.0,0.0,0.0,1.0,40.0,,2.8,0.0,,9.0
12, 7,2000.0,34.0,11.0,257.0,0.0,,1.0,35.0,,3.1,,,11.0
12, 7,2000.0,37.0,8.0,252.0,0.0,0.0,1.0,50.0,,2.5,0.0,,8.0
12, 7,2000.0,40.0,6.0,251.0,0.0,,1.0,55.0,,2.4,,,6.0
12, 7,2000.0,43.0,4.0,250.0,0.0,0.0,1.0,70.0,,2.7,0.0,,4.0
12, 7,2000.0,46.0,5.0,255.0,0.0,,1.0,80.0,,2.8,,,5.0
12, 7,2000.0,49.0,4.0,270.0,0.0,0.0,1.0,80.0,,2.9,0.0,,4.0
12, 7,2000.0,52.0,6.0,277.0,0.0,,3.0,80.0,,2.6,,,6.0
12, 7,2000.0,55.0,14.0,264.0,0.0,0.0,3.0,55.0,,3.0,0.0,,14.0
12, 7,2000.0,58.0,15.0,250.0,0.0,,3.0,55.0,,3.3,,,15.0
12, 7,2000.0,61.0,12.0,252.0,0.0,0.0,1.0,60.0,,2.5,0.0,,12.0
12, 7,2000.0,64.0,10.0,255.0,0.0,,1.0,65.0,,2.4,,,10.0
12, 7,2000.0,67.0,8.0,261.0,0.0,0.0,3.0,75.0,,2.6,0.0,,8.0
12, 7,2300.0,4.0,9.0,320.0,0.0,0.0,1.0,45.0,11.0,2.6,0.0,0.0,9.0
12, 7,2300.0,7.0,11.0,302.0,0.0,,1.0,35.0,12.0,2.6,,4.0,11.0
12, 7,2300.0,10.0,8.0,295.0,0.0,0.0,1.0,45.0,16.0,2.1,0.0,,8.0
12, 7,2300.0,13.0,5.0,300.0,0.0,,1.0,50.0,,2.2,,,5.0
12, 7,2300.0,16.0,2.0,288.0,0.0,0.0,1.0,55.0,,2.3,0.0,,2.0
12, 7,2300.0,19.0,1.0,280.0,0.0,,1.0,60.0,,2.8,,,1.0
12, 7,2300.0,22.0,0.0,286.0,0.0,0.0,1.0,65.0,,2.9,0.0,,0.0
12, 7,2300.0,25.0,3.0,281.0,0.0,,1.0,55.0,,2.6,,,3.0
12, 7,2300.0,28.0,9.0,272.0,0.0,0.0,1.0,40.0,,2.8,0.0,,9.0
12, 7,2300.0,31.0,11.0,257.0,0.0,,1.0,35.0,,3.1,,,11.0
12, 7,2300.0,34.0,8.0,252.0,0.0,0.0,1.0,50.0,,2.5,0.0,,8.0
12, 7,2300.0,37.0,6.0,251.0,0.0,,1.0,55.0,,2.4,,,6.0
12, 7,2300.0,40.0,4.0,250.0,0.0,0.0,1.0,70.0,,2.7,0.0,,4.0
12, 7,2300.0,43.0,5.0,255.0,0.0,,1.0,80.0,,2.8,,,5.0
12, 7,2300.0,46.0,4.0,270.0,0.0,0.0,1.0,80.0,,2.9,0.0,,4.0
12, 7,2300.0,49.0,6.0,277.0,0.0,,3.0,80.0,,2.6,,,6.0
12, 7,2300.0,52.0,14.0,264.0,0.0,0.0,3.0,55.0,,3.0,0.0,,14.0
12, 7,2300.0,55.0,15.0,250.0,0.0,,3.0,55.0,,3.3,,,15.0
12, 7,2300.0,58.0,12.0,252.0,0.0,0.0,1.0,60.0,,2.5,0.0,,12.0
12, 7,2300.0,61.0,10.0,255.0,0.0,,1.0,65.0,,2.4,,,10.0
12, 7,2300.0,64.0,8.0,261.0,0.0,0.0,3.0,75.0,,2.6,0.0,,8.0
12, 8,200.0,4.0,11.0,302.0,0.0,,1.0,35.0,11.0,2.6,,0.0,11.0
12, 8,200.0,7.0,8.0,295.0,0.0,0.0,1.0,45.0,12.0,2.1,0.0,4.0,8.0
12, 8,200.0,10.0,5.0,300.0,0.0,,1.0,50.0,16.0,2.2,,,5.0
12, 8,200.0,13.0,2.0,288.0,0.0,0.0,1.0,55.0,,2.3,0.0,,2.0
12, 8,200.0,16.0,1.0,280.0,0.0,,1.0,60.0,,2.8,,,1.0
12, 8,200.0,19.0,0.0,286.0,0.0,0.0,1.0,65.0,,2.9,0.0,,0.0
12, 8,200.0,22.0,3.0,281.0,0.0,,1.0,55.0,,2.6,,,3.0
12, 8,200.0,25.0,9.0,272.0,0.0,0.0,1.0,40.0,,2.8,0.0,,9.0
12, 8,200.0,28.0,11.0,257.0,0.0,,1.0,35.0,,3.1,,,11.0
12, 8,200.0,31.0,8.0,252.0,0.0,0.0,1.0,50.0,,2.5,0.0,,8.0
12, 8,200.0,34.0,6.0,251.0,0.0,,1.0,55.0,,2.4,,,6.0
12, 8,200.0,37.0,4.0,250.0,0.0,0.0,1.0,70.0,,2.7,0.0,,4.0
12, 8,200.0,40.0,5.0,255.0,0.0,,1.0,80.0,,2.8,,,5.0
12, 8,200.0,43.0,4.0,270.0,0.0,0.0,1.0,80.0,,2.9,0.0,,4.0
12, 8,200.0,46.0,6.0,277.0,0.0,,3.0,80.0,,2.6,,,6.0
12, 8,200.0,49.0,14.0,264.0,0.0,0.0,3.0,55.0,,3.0,0.0,,14.0
12, 8,200.0,52.0,15.0,250.0,0.0,,3.0,55.0,,3.3,,,15.0
12, 8,200.0,55.0,12.0,252.0,0.0,0.0,1.0,60.0,,2.5,0.0,,12.0
12, 8,200.0,58.0,10.0,255.0,0.0,,1.0,65.0,,2.4,,,10.0
12, 8,200.0,61.0,8.0,261.0,0.0,0.0,3.0,75.0,,2.6,0.0,,8.0
12, 8,500.0,4.0,8.0,295.0,0.0,0.0,1.0,45.0,12.0,2.1,0.0,0.0,8.0
12, 8,500.0,7.0,5.0,300.0,0.0,,1.0,50.0,16.0,2.2,,4.0,5.0
12, 8,500.0,10.0,2.0,288.0,0.0,0.0,1.0,55.0,,2.3,0.0,,2.0
12, 8,500.0,13.0,1.0,280.0,0.0,,1.0,60.0,,2.8,,,1.0
12, 8,500.0,16.0,0.0,286.0,0.0,0.0,1.0,65.0,,2.9,0.0,,0.0
12, 8,500.0,19.0,3.0,281.0,0.0,,1.0,55.0,,2.6,,,3.0
12, 8,500.0,22.0,9.0,272.0,0.0,0.0,1.0,40.0,,2.8,0.0,,9.0
12, 8,500.0,25.0,11.0,257.0,0.0,,1.0,35.0,,3.1,,,11.0
12, 8,500.0,28.0,8.0,252.0,0.0,0.0,1.0,50.0,,2.5,0.0,,8.0
12, 8,500.0,31.0,6.0,251.0,0.0,,1.0,55.0,,2.4,,,6.0
12, 8,500.0,34.0,4.0,250.0,0.0,0.0,1.0,70.0,,2.7,0.0,,4.0
12, 8,500.0,37.0,5.0,255.0,0.0,,1.0,80.0,,2.8,,,5.0
12, 8,500.0,40.0,4.0,270.0,0.0,0.0,1.0,80.0,,2.9,0.0,,4.0
12, 8,500.0,43.0,6.0,277.0,0.0,,3.0,80.0,,2.6,,,6.0
12, 8,500.0,46.0,14.0,264.0,0.0,0.0,3.0,55.0,,3.0,0.0,,14.0
12, 8,500.0,49.0,15.0,250.0,0.0,,3.0,55.0,,3.3,,,15.0
12, 8,500.0,52.0,12.0,252.0,0.0,0.0,1.0,60.0,,2.5,0.0,,12.0
12, 8,500.0,55.0,10.0,255.0,0.0,,1.0,65.0,,2.4,,,10.0
12, 8,500.0,58.0,8.0,261.0,0.0,0.0,3.0,75.0,,2.6,0.0,,8.0
12, 8,800.0,4.0,5.0,285.0,0.0,,1.0,45.0,12.0,2.3,,0.0,5.0
12, 8,800.0,7.0,2.0,270.0,0.0,0.0,1.0,50.0,16.0,2.4,0.0,4.0,2.0
12, 8,800.0,10.0,1.0,272.0,0.0,,1.0,65.0,,2.9,,,1.0
12, 8,800.0,13.0,0.0,282.0,0.0,0.0,1.0,70.0,,3.0,0.0,,0.0
