month, format: day,hour,forecast,풍속,하늘상태,6시간적설,풍향,습도,6시간강수량,강수형태,일최저기온,3시간기온,강수확률,일최고기온
1, 10,2300.0,10.0,1.3,3.0,0.0,32.0,95.0,0.0,0.0,,2.0,20.0,6.0
1, 10,2300.0,13.0,2.5,3.0,,12.0,95.0,,0.0,,0.0,20.0,
1, 10,2300.0,16.0,1.8,3.0,0.0,13.0,100.0,0.0,0.0,,-1.0,20.0,
1, 10,2300.0,19.0,2.1,4.0,,47.0,100.0,,0.0,,-1.0,30.0,
1, 10,2300.0,22.0,1.1,4.0,0.0,45.0,100.0,0.0,0.0,,-2.0,30.0,
1, 10,2300.0,25.0,1.8,3.0,,16.0,100.0,,0.0,,-1.0,20.0,
1, 10,2300.0,28.0,2.6,2.0,0.0,4.0,70.0,0.0,0.0,,4.0,10.0,
1, 10,2300.0,31.0,3.0,2.0,,346.0,65.0,,0.0,,5.0,10.0,
1, 10,2300.0,34.0,3.4,1.0,0.0,339.0,90.0,0.0,0.0,,2.0,0.0,
1, 10,2300.0,37.0,3.5,1.0,,350.0,100.0,,0.0,,0.0,0.0,
1, 10,2300.0,40.0,3.6,1.0,0.0,330.0,100.0,0.0,0.0,,-1.0,0.0,
1, 10,2300.0,43.0,4.1,1.0,,319.0,100.0,,0.0,,-2.0,0.0,
1, 10,2300.0,46.0,4.4,1.0,0.0,329.0,100.0,0.0,0.0,,-2.0,0.0,
1, 10,2300.0,49.0,2.0,1.0,,342.0,100.0,,0.0,,-2.0,0.0,
1, 10,2300.0,52.0,3.2,1.0,0.0,324.0,70.0,0.0,0.0,,5.0,0.0,
1, 10,2300.0,55.0,3.7,1.0,,322.0,65.0,,0.0,,6.0,0.0,
1, 10,2300.0,58.0,3.1,1.0,0.0,303.0,90.0,0.0,0.0,,2.0,0.0,
1, 10,2300.0,61.0,4.3,2.0,,299.0,95.0,,0.0,,-1.0,10.0,
1, 10,2300.0,64.0,4.1,2.0,0.0,277.0,100.0,0.0,0.0,,-1.0,10.0,
1, 11,200.0,4.0,1.6,2.0,,52.0,70.0,,0.0,-3.0,5.0,10.0,6.0
1, 11,200.0,7.0,1.3,3.0,0.0,32.0,95.0,0.0,0.0,-4.0,2.0,20.0,6.0
1, 11,200.0,10.0,2.5,3.0,,12.0,95.0,,0.0,,0.0,20.0,6.0
1, 11,200.0,13.0,1.8,3.0,0.0,13.0,100.0,0.0,0.0,,-1.0,20.0,
1, 11,200.0,16.0,2.1,4.0,,47.0,100.0,,0.0,,-1.0,30.0,
1, 11,200.0,19.0,1.1,4.0,0.0,45.0,100.0,0.0,0.0,,-2.0,30.0,
1, 11,200.0,22.0,1.8,3.0,,16.0,100.0,,0.0,,-1.0,20.0,
1, 11,200.0,25.0,2.6,2.0,0.0,4.0,70.0,0.0,0.0,,4.0,10.0,
1, 11,200.0,28.0,3.0,2.0,,346.0,65.0,,0.0,,5.0,10.0,
1, 11,200.0,31.0,3.4,1.0,0.0,339.0,90.0,0.0,0.0,,2.0,0.0,
1, 11,200.0,34.0,3.5,1.0,,350.0,100.0,,0.0,,0.0,0.0,
1, 11,200.0,37.0,3.6,1.0,0.0,330.0,100.0,0.0,0.0,,-1.0,0.0,
1, 11,200.0,40.0,4.1,1.0,,319.0,100.0,,0.0,,-2.0,0.0,
1, 11,200.0,43.0,4.4,1.0,0.0,329.0,100.0,0.0,0.0,,-2.0,0.0,
1, 11,200.0,46.0,2.0,1.0,,342.0,100.0,,0.0,,-2.0,0.0,
1, 11,200.0,49.0,3.2,1.0,0.0,324.0,70.0,0.0,0.0,,5.0,0.0,
1, 11,200.0,52.0,3.7,1.0,,322.0,65.0,,0.0,,6.0,0.0,
1, 11,200.0,55.0,3.1,1.0,0.0,303.0,90.0,0.0,0.0,,2.0,0.0,
1, 11,200.0,58.0,4.3,2.0,,299.0,95.0,,0.0,,-1.0,10.0,
1, 11,200.0,61.0,4.1,2.0,0.0,277.0,100.0,0.0,0.0,,-1.0,10.0,
1, 11,500.0,4.0,1.3,3.0,0.0,32.0,95.0,0.0,0.0,-3.0,2.0,20.0,6.0
1, 11,500.0,7.0,2.5,3.0,,12.0,95.0,,0.0,-4.0,0.0,20.0,6.0
1, 11,500.0,10.0,1.8,3.0,0.0,13.0,100.0,0.0,0.0,,-1.0,20.0,
1, 11,500.0,13.0,2.1,4.0,,47.0,100.0,,0.0,,-1.0,30.0,
1, 11,500.0,16.0,1.1,4.0,0.0,45.0,100.0,0.0,0.0,,-2.0,30.0,
1, 11,500.0,19.0,1.8,3.0,,16.0,100.0,,0.0,,-1.0,20.0,
1, 11,500.0,22.0,2.6,2.0,0.0,4.0,70.0,0.0,0.0,,4.0,10.0,
1, 11,500.0,25.0,3.0,2.0,,346.0,65.0,,0.0,,5.0,10.0,
1, 11,500.0,28.0,3.4,1.0,0.0,339.0,90.0,0.0,0.0,,2.0,0.0,
1, 11,500.0,31.0,3.5,1.0,,350.0,100.0,,0.0,,0.0,0.0,
1, 11,500.0,34.0,3.6,1.0,0.0,330.0,100.0,0.0,0.0,,-1.0,0.0,
1, 11,500.0,37.0,4.1,1.0,,319.0,100.0,,0.0,,-2.0,0.0,
1, 11,500.0,40.0,4.4,1.0,0.0,329.0,100.0,0.0,0.0,,-2.0,0.0,
1, 11,500.0,43.0,2.0,1.0,,342.0,100.0,,0.0,,-2.0,0.0,
1, 11,500.0,46.0,3.2,1.0,0.0,324.0,70.0,0.0,0.0,,5.0,0.0,
1, 11,500.0,49.0,3.7,1.0,,322.0,65.0,,0.0,,6.0,0.0,
1, 11,500.0,52.0,3.1,1.0,0.0,303.0,90.0,0.0,0.0,,2.0,0.0,
1, 11,500.0,55.0,4.3,2.0,,299.0,95.0,,0.0,,-1.0,10.0,
1, 11,500.0,58.0,4.1,2.0,0.0,277.0,100.0,0.0,0.0,,-1.0,10.0,
1, 11,800.0,4.0,3.6,3.0,,21.0,90.0,,0.0,-1.0,0.0,20.0,5.0
1, 11,800.0,7.0,2.3,3.0,0.0,20.0,100.0,0.0,0.0,-5.0,-1.0,20.0,7.0
1, 11,800.0,10.0,2.8,4.0,,343.0,100.0,,0.0,,-1.0,30.0,
1, 11,800.0,13.0,3.1,4.0,0.0,341.0,100.0,0.0,0.0,,-1.0,30.0,
1, 11,800.0,16.0,3.1,3.0,,360.0,100.0,,0.0,,0.0,20.0,
1, 11,800.0,19.0,2.2,2.0,0.0,339.0,70.0,0.0,0.0,,4.0,10.0,
1, 11,800.0,22.0,4.1,2.0,,329.0,60.0,,0.0,,5.0,10.0,
1, 11,800.0,25.0,4.8,1.0,0.0,326.0,85.0,0.0,0.0,,2.0,0.0,
1, 11,800.0,28.0,4.2,1.0,,330.0,100.0,,0.0,,0.0,0.0,
1, 11,800.0,31.0,3.5,1.0,0.0,338.0,100.0,0.0,0.0,,-1.0,0.0,
1, 11,800.0,34.0,4.4,1.0,,324.0,100.0,,0.0,,-3.0,0.0,
1, 11,800.0,37.0,4.0,1.0,0.0,350.0,100.0,0.0,0.0,,-3.0,0.0,
1, 11,800.0,40.0,2.6,1.0,,349.0,100.0,,0.0,,-1.0,0.0,
1, 11,800.0,43.0,3.7,1.0,0.0,333.0,60.0,0.0,0.0,,5.0,0.0,
1, 11,800.0,46.0,3.9,1.0,,333.0,60.0,,0.0,,6.0,0.0,
1, 11,800.0,49.0,4.3,1.0,0.0,324.0,90.0,0.0,0.0,,1.0,0.0,
1, 11,800.0,52.0,4.1,2.0,,328.0,95.0,,0.0,,-1.0,10.0,
1, 11,800.0,55.0,3.9,2.0,0.0,341.0,100.0,0.0,0.0,,-2.0,10.0,
1, 11,1100.0,4.0,2.3,3.0,0.0,20.0,100.0,0.0,0.0,-1.0,-1.0,20.0,5.0
1, 11,1100.0,7.0,2.8,4.0,,343.0,100.0,,0.0,-5.0,-1.0,30.0,7.0
1, 11,1100.0,10.0,3.1,4.0,0.0,341.0,100.0,0.0,0.0,,-1.0,30.0,
1, 11,1100.0,13.0,3.1,3.0,,360.0,100.0,,0.0,,0.0,20.0,
1, 11,1100.0,16.0,2.2,2.0,0.0,339.0,70.0,0.0,0.0,,4.0,10.0,
1, 11,1100.0,19.0,4.1,2.0,,329.0,60.0,,0.0,,5.0,10.0,
1, 11,1100.0,22.0,4.8,1.0,0.0,326.0,85.0,0.0,0.0,,2.0,0.0,
1, 11,1100.0,25.0,4.2,1.0,,330.0,100.0,,0.0,,0.0,0.0,
1, 11,1100.0,28.0,3.5,1.0,0.0,338.0,100.0,0.0,0.0,,-1.0,0.0,
1, 11,1100.0,31.0,4.4,1.0,,324.0,100.0,,0.0,,-3.0,0.0,
1, 11,1100.0,34.0,4.0,1.0,0.0,350.0,100.0,0.0,0.0,,-3.0,0.0,
1, 11,1100.0,37.0,2.6,1.0,,349.0,100.0,,0.0,,-1.0,0.0,
1, 11,1100.0,40.0,3.7,1.0,0.0,333.0,60.0,0.0,0.0,,5.0,0.0,
1, 11,1100.0,43.0,3.9,1.0,,333.0,60.0,,0.0,,6.0,0.0,
1, 11,1100.0,46.0,4.3,1.0,0.0,324.0,90.0,0.0,0.0,,1.0,0.0,
1, 11,1100.0,49.0,4.1,2.0,,328.0,95.0,,0.0,,-1.0,10.0,
1, 11,1100.0,52.0,3.9,2.0,0.0,341.0,100.0,0.0,0.0,,-2.0,10.0,
1, 11,1400.0,4.0,2.8,4.0,,343.0,100.0,,0.0,-1.0,-1.0,30.0,5.0
1, 11,1400.0,7.0,3.1,4.0,0.0,341.0,100.0,0.0,0.0,-5.0,-1.0,30.0,7.0
1, 11,1400.0,10.0,3.1,3.0,,360.0,100.0,,0.0,,0.0,20.0,
1, 11,1400.0,13.0,2.2,2.0,0.0,339.0,70.0,0.0,0.0,,4.0,10.0,
1, 11,1400.0,16.0,4.1,2.0,,329.0,60.0,,0.0,,5.0,10.0,
1, 11,1400.0,19.0,4.8,1.0,0.0,326.0,85.0,0.0,0.0,,2.0,0.0,
1, 11,1400.0,22.0,4.2,1.0,,330.0,100.0,,0.0,,0.0,0.0,
1, 11,1400.0,25.0,3.5,1.0,0.0,338.0,100.0,0.0,0.0,,-1.0,0.0,
1, 11,1400.0,28.0,4.4,1.0,,324.0,100.0,,0.0,,-3.0,0.0,
1, 11,1400.0,31.0,4.0,1.0,0.0,350.0,100.0,0.0,0.0,,-3.0,0.0,
1, 11,1400.0,34.0,2.6,1.0,,349.0,100.0,,0.0,,-1.0,0.0,
1, 11,1400.0,37.0,3.7,1.0,0.0,333.0,60.0,0.0,0.0,,5.0,0.0,
1, 11,1400.0,40.0,3.9,1.0,,333.0,60.0,,0.0,,6.0,0.0,
1, 11,1400.0,43.0,4.3,1.0,0.0,324.0,90.0,0.0,0.0,,1.0,0.0,
1, 11,1400.0,46.0,4.1,2.0,,328.0,95.0,,0.0,,-1.0,10.0,
1, 11,1400.0,49.0,3.9,2.0,0.0,341.0,100.0,0.0,0.0,,-2.0,10.0,
1, 11,1700.0,4.0,3.1,4.0,0.0,341.0,100.0,0.0,0.0,-1.0,-1.0,30.0,5.0
1, 11,1700.0,7.0,3.1,3.0,,360.0,100.0,,0.0,-5.0,0.0,20.0,7.0
1, 11,1700.0,10.0,2.2,2.0,0.0,339.0,70.0,0.0,0.0,,4.0,10.0,
1, 11,1700.0,13.0,4.1,2.0,,329.0,60.0,,0.0,,5.0,10.0,
1, 11,1700.0,16.0,4.8,1.0,0.0,326.0,85.0,0.0,0.0,,2.0,0.0,
1, 11,1700.0,19.0,4.2,1.0,,330.0,100.0,,0.0,,0.0,0.0,
1, 11,1700.0,22.0,3.5,1.0,0.0,338.0,100.0,0.0,0.0,,-1.0,0.0,
1, 11,1700.0,25.0,4.4,1.0,,324.0,100.0,,0.0,,-3.0,0.0,
1, 11,1700.0,28.0,4.0,1.0,0.0,350.0,100.0,0.0,0.0,,-3.0,0.0,
1, 11,1700.0,31.0,2.6,1.0,,349.0,100.0,,0.0,,-1.0,0.0,
1, 11,1700.0,34.0,3.7,1.0,0.0,333.0,60.0,0.0,0.0,,5.0,0.0,
1, 11,1700.0,37.0,3.9,1.0,,333.0,60.0,,0.0,,6.0,0.0,
1, 11,1700.0,40.0,4.3,1.0,0.0,324.0,90.0,0.0,0.0,,1.0,0.0,
1, 11,1700.0,43.0,4.1,2.0,,328.0,95.0,,0.0,,-1.0,10.0,
1, 11,1700.0,46.0,3.9,2.0,0.0,341.0,100.0,0.0,0.0,,-2.0,10.0,
1, 11,2000.0,4.0,3.4,3.0,,323.0,100.0,,0.0,-4.0,0.0,20.0,6.0
1, 11,2000.0,7.0,3.5,2.0,0.0,323.0,65.0,0.0,0.0,-4.0,5.0,10.0,6.0
1, 11,2000.0,10.0,4.0,2.0,,318.0,55.0,,0.0,,5.0,10.0,6.0
1, 11,2000.0,13.0,4.5,1.0,0.0,313.0,85.0,0.0,0.0,,1.0,0.0,
1, 11,2000.0,16.0,4.7,1.0,,333.0,100.0,,0.0,,0.0,0.0,
1, 11,2000.0,19.0,2.9,1.0,0.0,350.0,100.0,0.0,0.0,,-1.0,0.0,
1, 11,2000.0,22.0,4.9,1.0,,336.0,95.0,,0.0,,-3.0,0.0,
1, 11,2000.0,25.0,3.4,1.0,0.0,352.0,100.0,0.0,0.0,,-4.0,0.0,
1, 11,2000.0,28.0,3.0,1.0,,326.0,95.0,,0.0,,-1.0,0.0,
1, 11,2000.0,31.0,4.5,1.0,0.0,338.0,60.0,0.0,0.0,,4.0,0.0,
1, 11,2000.0,34.0,3.9,1.0,,337.0,55.0,,0.0,,5.0,0.0,
1, 11,2000.0,37.0,4.1,1.0,0.0,323.0,90.0,0.0,0.0,,1.0,0.0,
1, 11,2000.0,40.0,4.1,2.0,,311.0,95.0,,0.0,,-1.0,10.0,
1, 11,2000.0,43.0,3.2,2.0,0.0,309.0,100.0,0.0,0.0,,-2.0,10.0,
1, 11,2000.0,46.0,3.9,2.0,,302.0,100.0,,0.0,,-2.0,10.0,
1, 11,2000.0,49.0,2.0,2.0,0.0,237.0,100.0,0.0,0.0,,-3.0,10.0,
1, 11,2000.0,52.0,2.0,2.0,,261.0,100.0,,0.0,,-2.0,10.0,
1, 11,2000.0,55.0,4.8,2.0,0.0,307.0,75.0,0.0,0.0,,5.0,10.0,
1, 11,2000.0,58.0,4.6,2.0,,319.0,70.0,,0.0,,5.0,10.0,
1, 11,2000.0,61.0,4.3,2.0,0.0,303.0,80.0,0.0,0.0,,1.0,10.0,
1, 11,2000.0,64.0,4.2,2.0,,277.0,95.0,,0.0,,-1.0,10.0,
1, 11,2000.0,67.0,4.8,2.0,0.0,292.0,100.0,0.0,0.0,,-2.0,10.0,
1, 11,2300.0,4.0,3.5,2.0,0.0,323.0,65.0,0.0,0.0,-4.0,5.0,10.0,6.0
1, 11,2300.0,7.0,4.0,2.0,,318.0,55.0,,0.0,-4.0,5.0,10.0,6.0
1, 11,2300.0,10.0,4.5,1.0,0.0,313.0,85.0,0.0,0.0,,1.0,0.0,6.0
1, 11,2300.0,13.0,4.7,1.0,,333.0,100.0,,0.0,,0.0,0.0,
1, 11,2300.0,16.0,2.9,1.0,0.0,350.0,100.0,0.0,0.0,,-1.0,0.0,
1, 11,2300.0,19.0,4.9,1.0,,336.0,95.0,,0.0,,-3.0,0.0,
1, 11,2300.0,22.0,3.4,1.0,0.0,352.0,100.0,0.0,0.0,,-4.0,0.0,
1, 11,2300.0,25.0,3.0,1.0,,326.0,95.0,,0.0,,-1.0,0.0,
1, 11,2300.0,28.0,4.5,1.0,0.0,338.0,60.0,0.0,0.0,,4.0,0.0,
1, 11,2300.0,31.0,3.9,1.0,,337.0,55.0,,0.0,,5.0,0.0,
1, 11,2300.0,34.0,4.1,1.0,0.0,323.0,90.0,0.0,0.0,,1.0,0.0,
1, 11,2300.0,37.0,4.1,2.0,,311.0,95.0,,0.0,,-1.0,10.0,
1, 11,2300.0,40.0,3.2,2.0,0.0,309.0,100.0,0.0,0.0,,-2.0,10.0,
1, 11,2300.0,43.0,3.9,2.0,,302.0,100.0,,0.0,,-2.0,10.0,
1, 11,2300.0,46.0,2.0,2.0,0.0,237.0,100.0,0.0,0.0,,-3.0,10.0,
1, 11,2300.0,49.0,2.0,2.0,,261.0,100.0,,0.0,,-2.0,10.0,
1, 11,2300.0,52.0,4.8,2.0,0.0,307.0,75.0,0.0,0.0,,5.0,10.0,
1, 11,2300.0,55.0,4.6,2.0,,319.0,70.0,,0.0,,5.0,10.0,
1, 11,2300.0,58.0,4.3,2.0,0.0,303.0,80.0,0.0,0.0,,1.0,10.0,
1, 11,2300.0,61.0,4.2,2.0,,277.0,95.0,,0.0,,-1.0,10.0,
1, 11,2300.0,64.0,4.8,2.0,0.0,292.0,100.0,0.0,0.0,,-2.0,10.0,
1, 12,200.0,4.0,4.0,2.0,,318.0,55.0,,0.0,-4.0,5.0,10.0,6.0
1, 12,200.0,7.0,4.5,1.0,0.0,313.0,85.0,0.0,0.0,-4.0,1.0,0.0,6.0
1, 12,200.0,10.0,4.7,1.0,,333.0,100.0,,0.0,,0.0,0.0,6.0
1, 12,200.0,13.0,2.9,1.0,0.0,350.0,100.0,0.0,0.0,,-1.0,0.0,
1, 12,200.0,16.0,4.9,1.0,,336.0,95.0,,0.0,,-3.0,0.0,
1, 12,200.0,19.0,3.4,1.0,0.0,352.0,100.0,0.0,0.0,,-4.0,0.0,
1, 12,200.0,22.0,3.0,1.0,,326.0,95.0,,0.0,,-1.0,0.0,
1, 12,200.0,25.0,4.5,1.0,0.0,338.0,60.0,0.0,0.0,,4.0,0.0,
1, 12,200.0,28.0,3.9,1.0,,337.0,55.0,,0.0,,5.0,0.0,
1, 12,200.0,31.0,4.1,1.0,0.0,323.0,90.0,0.0,0.0,,1.0,0.0,
1, 12,200.0,34.0,4.1,2.0,,311.0,95.0,,0.0,,-1.0,10.0,
1, 12,200.0,37.0,3.2,2.0,0.0,309.0,100.0,0.0,0.0,,-2.0,10.0,
1, 12,200.0,40.0,3.9,2.0,,302.0,100.0,,0.0,,-2.0,10.0,
1, 12,200.0,43.0,2.0,2.0,0.0,237.0,100.0,0.0,0.0,,-3.0,10.0,
1, 12,200.0,46.0,2.0,2.0,,261.0,100.0,,0.0,,-2.0,10.0,
1, 12,200.0,49.0,4.8,2.0,0.0,307.0,75.0,0.0,0.0,,5.0,10.0,
1, 12,200.0,52.0,4.6,2.0,,319.0,70.0,,0.0,,5.0,10.0,
1, 12,200.0,55.0,4.3,2.0,0.0,303.0,80.0,0.0,0.0,,1.0,10.0,
1, 12,200.0,58.0,4.2,2.0,,277.0,95.0,,0.0,,-1.0,10.0,
1, 12,200.0,61.0,4.8,2.0,0.0,292.0,100.0,0.0,0.0,,-2.0,10.0,
1, 12,500.0,4.0,4.5,1.0,0.0,313.0,85.0,0.0,0.0,-4.0,1.0,0.0,6.0
1, 12,500.0,7.0,4.7,1.0,,333.0,100.0,,0.0,-4.0,0.0,0.0,6.0
1, 12,500.0,10.0,2.9,1.0,0.0,350.0,100.0,0.0,0.0,,-1.0,0.0,
1, 12,500.0,13.0,4.9,1.0,,336.0,95.0,,0.0,,-3.0,0.0,
1, 12,500.0,16.0,3.4,1.0,0.0,352.0,100.0,0.0,0.0,,-4.0,0.0,
1, 12,500.0,19.0,3.0,1.0,,326.0,95.0,,0.0,,-1.0,0.0,
1, 12,500.0,22.0,4.5,1.0,0.0,338.0,60.0,0.0,0.0,,4.0,0.0,
1, 12,500.0,25.0,3.9,1.0,,337.0,55.0,,0.0,,5.0,0.0,
1, 12,500.0,28.0,4.1,1.0,0.0,323.0,90.0,0.0,0.0,,1.0,0.0,
1, 12,500.0,31.0,4.1,2.0,,311.0,95.0,,0.0,,-1.0,10.0,
1, 12,500.0,34.0,3.2,2.0,0.0,309.0,100.0,0.0,0.0,,-2.0,10.0,
1, 12,500.0,37.0,3.9,2.0,,302.0,100.0,,0.0,,-2.0,10.0,
1, 12,500.0,40.0,2.0,2.0,0.0,237.0,100.0,0.0,0.0,,-3.0,10.0,
1, 12,500.0,43.0,2.0,2.0,,261.0,100.0,,0.0,,-2.0,10.0,
1, 12,500.0,46.0,4.8,2.0,0.0,307.0,75.0,0.0,0.0,,5.0,10.0,
1, 12,500.0,49.0,4.6,2.0,,319.0,70.0,,0.0,,5.0,10.0,
1, 12,500.0,52.0,4.3,2.0,0.0,303.0,80.0,0.0,0.0,,1.0,10.0,
1, 12,500.0,55.0,4.2,2.0,,277.0,95.0,,0.0,,-1.0,10.0,
1, 12,500.0,58.0,4.8,2.0,0.0,292.0,100.0,0.0,0.0,,-2.0,10.0,
1, 12,800.0,4.0,4.3,3.0,,344.0,100.0,,0.0,-4.0,1.0,20.0,6.0
1, 12,800.0,7.0,3.3,2.0,0.0,344.0,100.0,0.0,0.0,-4.0,-2.0,10.0,7.0
1, 12,800.0,10.0,5.1,1.0,,331.0,95.0,,0.0,,-2.0,0.0,
1, 12,800.0,13.0,3.6,1.0,0.0,5.0,100.0,0.0,0.0,,-4.0,0.0,
1, 12,800.0,16.0,2.9,1.0,,326.0,95.0,,0.0,,-2.0,0.0,
1, 12,800.0,19.0,4.0,1.0,0.0,326.0,60.0,0.0,0.0,,5.0,0.0,
1, 12,800.0,22.0,4.1,1.0,,332.0,55.0,,0.0,,5.0,0.0,
1, 12,800.0,25.0,3.1,1.0,0.0,323.0,90.0,0.0,0.0,,1.0,0.0,
1, 12,800.0,28.0,2.0,2.0,,311.0,100.0,,0.0,,-1.0,10.0,
1, 12,800.0,31.0,3.2,2.0,0.0,265.0,100.0,0.0,0.0,,-2.0,10.0,
1, 12,800.0,34.0,2.9,2.0,,268.0,100.0,,0.0,,-2.0,10.0,
1, 12,800.0,37.0,2.5,2.0,0.0,249.0,100.0,0.0,0.0,,-3.0,10.0,
1, 12,800.0,40.0,2.2,2.0,,196.0,100.0,,0.0,,-1.0,10.0,
1, 12,800.0,43.0,1.1,2.0,0.0,229.0,70.0,0.0,0.0,,5.0,10.0,
1, 12,800.0,46.0,3.2,2.0,,342.0,70.0,,0.0,,6.0,10.0,
1, 12,800.0,49.0,3.5,2.0,0.0,321.0,80.0,0.0,0.0,,1.0,10.0,
1, 12,800.0,52.0,2.4,2.0,,336.0,95.0,,0.0,,-1.0,10.0,
1, 12,800.0,55.0,2.0,2.0,0.0,330.0,100.0,0.0,0.0,,-3.0,10.0,
1, 12,1100.0,4.0,3.3,2.0,0.0,344.0,100.0,0.0,0.0,-4.0,-2.0,10.0,6.0
1, 12,1100.0,7.0,5.1,1.0,,331.0,95.0,,0.0,-4.0,-2.0,0.0,7.0
1, 12,1100.0,10.0,3.6,1.0,0.0,5.0,100.0,0.0,0.0,,-4.0,0.0,
1, 12,1100.0,13.0,2.9,1.0,,326.0,95.0,,0.0,,-2.0,0.0,
1, 12,1100.0,16.0,4.0,1.0,0.0,326.0,60.0,0.0,0.0,,5.0,0.0,
1, 12,1100.0,19.0,4.1,1.0,,332.0,55.0,,0.0,,5.0,0.0,
1, 12,1100.0,22.0,3.1,1.0,0.0,323.0,90.0,0.0,0.0,,1.0,0.0,
1, 12,1100.0,25.0,2.0,2.0,,311.0,100.0,,0.0,,-1.0,10.0,
1, 12,1100.0,28.0,3.2,2.0,0.0,265.0,100.0,0.0,0.0,,-2.0,10.0,
1, 12,1100.0,31.0,2.9,2.0,,268.0,100.0,,0.0,,-2.0,10.0,
1, 12,1100.0,34.0,2.5,2.0,0.0,249.0,100.0,0.0,0.0,,-3.0,10.0,
1, 12,1100.0,37.0,2.2,2.0,,196.0,100.0,,0.0,,-1.0,10.0,
1, 12,1100.0,40.0,1.1,2.0,0.0,229.0,70.0,0.0,0.0,,5.0,10.0,
1, 12,1100.0,43.0,3.2,2.0,,342.0,70.0,,0.0,,6.0,10.0,
1, 12,1100.0,46.0,3.5,2.0,0.0,321.0,80.0,0.0,0.0,,1.0,10.0,
1, 12,1100.0,49.0,2.4,2.0,,336.0,95.0,,0.0,,-1.0,10.0,
1, 12,1100.0,52.0,2.0,2.0,0.0,330.0,100.0,0.0,0.0,,-3.0,10.0,
1, 12,1400.0,4.0,5.1,1.0,,331.0,95.0,,0.0,-4.0,-2.0,0.0,6.0
1, 12,1400.0,7.0,3.6,1.0,0.0,5.0,100.0,0.0,0.0,-4.0,-4.0,0.0,7.0
1, 12,1400.0,10.0,2.9,1.0,,326.0,95.0,,0.0,,-2.0,0.0,
1, 12,1400.0,13.0,4.0,1.0,0.0,326.0,60.0,0.0,0.0,,5.0,0.0,
1, 12,1400.0,16.0,4.1,1.0,,332.0,55.0,,0.0,,5.0,0.0,
1, 12,1400.0,19.0,3.1,1.0,0.0,323.0,90.0,0.0,0.0,,1.0,0.0,
1, 12,1400.0,22.0,2.0,2.0,,311.0,100.0,,0.0,,-1.0,10.0,
1, 12,1400.0,25.0,3.2,2.0,0.0,265.0,100.0,0.0,0.0,,-2.0,10.0,
1, 12,1400.0,28.0,2.9,2.0,,268.0,100.0,,0.0,,-2.0,10.0,
1, 12,1400.0,31.0,2.5,2.0,0.0,249.0,100.0,0.0,0.0,,-3.0,10.0,
1, 12,1400.0,34.0,2.2,2.0,,196.0,100.0,,0.0,,-1.0,10.0,
1, 12,1400.0,37.0,1.1,2.0,0.0,229.0,70.0,0.0,0.0,,5.0,10.0,
1, 12,1400.0,40.0,3.2,2.0,,342.0,70.0,,0.0,,6.0,10.0,
1, 12,1400.0,43.0,3.5,2.0,0.0,321.0,80.0,0.0,0.0,,1.0,10.0,
1, 12,1400.0,46.0,2.4,2.0,,336.0,95.0,,0.0,,-1.0,10.0,
1, 12,1400.0,49.0,2.0,2.0,0.0,330.0,100.0,0.0,0.0,,-3.0,10.0,
1, 12,1700.0,4.0,3.6,1.0,0.0,5.0,100.0,0.0,0.0,-4.0,-4.0,0.0,6.0
1, 12,1700.0,7.0,2.9,1.0,,326.0,95.0,,0.0,-4.0,-2.0,0.0,7.0
1, 12,1700.0,10.0,4.0,1.0,0.0,326.0,60.0,0.0,0.0,,5.0,0.0,
1, 12,1700.0,13.0,4.1,1.0,,332.0,55.0,,0.0,,5.0,0.0,
1, 12,1700.0,16.0,3.1,1.0,0.0,323.0,90.0,0.0,0.0,,1.0,0.0,
1, 12,1700.0,19.0,2.0,2.0,,311.0,100.0,,0.0,,-1.0,10.0,
1, 12,1700.0,22.0,3.2,2.0,0.0,265.0,100.0,0.0,0.0,,-2.0,10.0,
1, 12,1700.0,25.0,2.9,2.0,,268.0,100.0,,0.0,,-2.0,10.0,
1, 12,1700.0,28.0,2.5,2.0,0.0,249.0,100.0,0.0,0.0,,-3.0,10.0,
1, 12,1700.0,31.0,2.2,2.0,,196.0,100.0,,0.0,,-1.0,10.0,
1, 12,1700.0,34.0,1.1,2.0,0.0,229.0,70.0,0.0,0.0,,5.0,10.0,
1, 12,1700.0,37.0,3.2,2.0,,342.0,70.0,,0.0,,6.0,10.0,
1, 12,1700.0,40.0,3.5,2.0,0.0,321.0,80.0,0.0,0.0,,1.0,10.0,
1, 12,1700.0,43.0,2.4,2.0,,336.0,95.0,,0.0,,-1.0,10.0,
1, 12,1700.0,46.0,2.0,2.0,0.0,330.0,100.0,0.0,0.0,,-3.0,10.0,
1, 12,2000.0,4.0,2.0,1.0,,319.0,95.0,,0.0,-5.0,-2.0,0.0,6.0
1, 12,2000.0,7.0,4.1,1.0,0.0,326.0,60.0,0.0,0.0,-4.0,4.0,0.0,7.0
1, 12,2000.0,10.0,4.6,1.0,,327.0,60.0,,0.0,,5.0,0.0,3.0
1, 12,2000.0,13.0,5.3,1.0,0.0,321.0,90.0,0.0,0.0,,1.0,0.0,
1, 12,2000.0,16.0,3.4,2.0,,324.0,100.0,,0.0,,-1.0,10.0,
1, 12,2000.0,19.0,4.1,2.0,0.0,311.0,100.0,0.0,0.0,,-2.0,10.0,
